,Unnamed: 0,text,intent,intentId,len,labels
21,1358,The Beijing municipal transportation all-in-one card cannot be enabled in the Huawei Pay.,The Beijing municipal transportation all-in-one card cannot be enabled in the Huawei Pay.,00154778134019247407286ed488dfeb,19,212
22,1892,Why doesn't the card bag have a bus card?,Models that support transportation cards and the number of supported cards,00154650615672609951286ed488d1a3,10,194
23,2807,I forgot the password of my new phone and my phone number is changed. What should I do?,How can I submit a self-service complaint using my Huawei ID?,00154140377804217290286ed488ffbf,26,153
24,3470,How do I pay for JD.com?,Huawei Pay is not displayed on the third-party app payment screen.,00154140377758816720286ed488ffbf,8,119
25,4835,Those phones can open with NFC.,Number of keys and models that can be added,00154140377745116417286ed488ffbf,13,70
26,3740,Cancel Alipay,Unbind payment code (Alipay),00154140377750316556286ed488ffbf,5,99
27,1532,"Alipay and the wallet to cancel the agreement, how to open?",How do I enable Alipay payment code?,00154760480152610141286ed488d1a3,15,208
28,60,Where can I swipe my bank card without NFC?,Consumption scenarios that can be used after a bank card is added (NFC/Huawei Pay models are not supported),00156826218227603133286ed4895296,16,310
29,7320,Can the ID card in the card bag take the high - speed railway?,Which of the following scenarios can eID be used in?,00154140377719915881286ed488ffbf,13,9
30,1815,How can I return a transportation card if my old phone is lost and my new phone does not have NFC?,"How do I delete my bank card, transportation card, eID, or door key if I have lost my phone or my phone is not repaired, sold, or replaced by a Huawei Customer Service Center?",00154650685798827303286ed4895296,22,195
31,1875,My phone can't help the bus card.,Models that support transportation cards and the number of supported cards,00154650615672609951286ed488d1a3,10,194
32,7128,Transportation card,Huawei Pay Transportation Card Introduction and Usage Guide,00154140377723915913286ed488ffbf,3,19
33,1558,Which phones can use UnionPay payment codes?,Which phones support UnionPay payment codes?,00154658190463927372286ed4895296,11,204
34,3839,What is quick pay?,"What's ""Quick Payers""?",00154140377750316554286ed488ffbf,5,97
35,7392,How do I bind an ID card?,Method of Enabling the eID Service,00154140377719915879286ed488ffbf,7,7
36,5749,Automatically display Huawei Pay,The Huawei Pay card swiping page is automatically displayed.,00154140377723915950286ed488ffbf,8,49
37,355,Why can't I find the entrance to the transportation card?,What can I do if I cannot see the entrance for adding Huawei Pay traffic cards?,00156350271606100292286ed488ffbf,10,286
38,2667,I can't log in to the system using my account.,What can I do if I can't log in with my Huawei ID?,00154140377804317316286ed488ffbf,11,158
39,2643,What should I do if I forget my password when I power on my P9?,Forgot your Huawei ID password,00154140377804317328286ed488ffbf,18,161
40,2575,I forgot my Huawei account and password. I can't start my phone now.,Forgot your Huawei ID password,00154140377804317328286ed488ffbf,26,161
41,2142,The POS machine cannot be swiped.,How to use Huawei Pay bank card to make payment on POS machine,00154642163665527233286ed4895296,8,184
42,5725,How do I use my wallet after changing my phone? How do I change my bus card?,Can I change my mobile phone to another one?,00154140377723915955286ed488ffbf,17,52
43,2739,"I used QQ to log in to my Huawei ID in the early morning of yesterday, and then I forgot my phone number and password when I logged out.",How can I submit a self-service complaint using my Huawei ID?,00154140377804217290286ed488ffbf,32,153
44,3543,What can I do if the payment fails after successful deduction?,What can I do if the system displays a message indicating that the payment fails after the bank deducts the fee successfully?,00154140377750416570286ed488ffbf,18,111
45,6401,Does the bus card have a network to use?,Do I need to connect to the Internet or open the Huawei Pay app when swiping a transportation card?,00154140377723915929286ed488ffbf,12,31
46,1643,Does my Pay phone work?,Models that support Huawei Pay bank cards and the number of supported cards,00154650689943909952286ed488d1a3,12,196
47,7255,Procedure for Canceling the eID,Deleting an eID,00154140377719915884286ed488ffbf,8,12
48,3435,Why is the wallet not displayed in the payment mode?,Huawei Pay is not displayed on the third-party app payment screen.,00154140377758816720286ed488ffbf,16,119
49,2400,Why can't I change my payment password if I forget my password?,Method of retrieving the payment password,00154201191187211121286ed4895296,19,163
50,1442,The transportation card cannot be recharged.,How to Handle the Failure to Recharge the Transportation Card,00154771598881823359286ed488ffbf,8,211
51,700,Invoice for joint card recharge,Recharge invoice for obtaining the Huawei Pay transportation card: transportation joint card of each city,00156170546328001172286ed4895296,7,263
52,2872,The complaint is not passed. I am using my account. I forget the password and cannot log out.,How can I submit a self-service complaint using my Huawei ID?,00154140377804217290286ed488ffbf,23,153
53,2125,How to use the bound bank card to swipe the POS machine?,How to use Huawei Pay bank card to make payment on POS machine,00154642163665527233286ed4895296,15,184
54,5785,How do I close the wallet and open it automatically?,The Huawei Pay card swiping page is automatically displayed.,00154140377723915950286ed488ffbf,12,49
55,5024,How do I set the door key?,Adding a Door Key,00154140377745116416286ed488ffbf,7,69
56,1267,Cancel the monthly fee of 12 yuan.,How Do I Disable the Auto-Renew Service?,00155226951643056209286ed488dfeb,13,224
57,4741,Can the Vanke access controller be added to the Huawei Pay?,Number of keys and models that can be added,00154140377745116417286ed488ffbf,14,70
58,4313,H-coin card recharge process,How do I recharge my account with a H-coin card?,00154140377750316534286ed488ffbf,7,79
59,2544,Huawei payment password reset,Method of retrieving the payment password,00154201191187211121286ed4895296,8,163
60,4404,How do I unlock my phone? The payment page is automatically displayed.,What is the relationship between the screen unlock fingerprint and the quick payment fingerprint?,00154140377750316527286ed488ffbf,17,73
61,127,Huawei Pay The transportation card cannot be found in the account.,Huawei Pay The transportation card cannot be found in the account.,00156801407574408391286ed488d1a3,14,302
62,3233,How to use a bank card as a transportation card?,Method of Using Bank Card to Swipe Bus and Metro,00154140377758816727286ed488ffbf,15,126
63,3030,I need to borrow money. What does tip 0106 mean?,"Use the method of ""borrowing money""",00154140377758916750286ed488ffbf,16,148
64,4272,What is a Huawei Pay bank card?,What is an Huawei Pay bank card?,00154140377750316537286ed488ffbf,10,81
65,2498,"What if I forget my wallet, payment password, and security question?",Method of retrieving the payment password,00154201191187211121286ed4895296,17,163
66,5415,I can't swipe the subway on my transit card.,Failed to swipe the transportation card in the Huawei Pay when taking a subway or bus.,00154140377742916362286ed488ffbf,11,58
67,3455,Why can't I use Huawei Pay to pay for Suning.com online?,Huawei Pay is not displayed on the third-party app payment screen.,00154140377758816720286ed488ffbf,19,119
68,2594,Why can't I access the password retrieval page?,Forgot your Huawei ID password,00154140377804317328286ed488ffbf,10,161
69,5310,What kind of card sucks?,Which Transportation Cards Support Vacuum Cards?,00154140377742916365286ed488ffbf,6,61
70,4302,Where can I find the H-coin card recharge process?,How do I recharge my account with a H-coin card?,00154140377750316534286ed488ffbf,13,79
71,6843,How do I add a traffic card?,Add a transportation card to the Huawei Pay.,00154140377723915915286ed488ffbf,9,21
72,7288,Using eID Offline Authentication,Using eID Offline Authentication,00154140377719915882286ed488ffbf,14,10
73,2624,What can I do if I forget the password of Cloud Album?,Forgot your Huawei ID password,00154140377804317328286ed488ffbf,14,161
74,5661,Can the new phone transfer the traffic card from the old phone to the new one?,Can I change my mobile phone to another one?,00154140377723915955286ed488ffbf,16,52
75,1178,How to perform automatic fee deduction on the Huawei Pay?,How Do I Disable the Auto-Renew Service?,00155226951643056209286ed488dfeb,11,224
76,401,Huawei Pay 9.0.3.300 does not have a transportation card.,What can I do if I cannot see the entrance for adding Huawei Pay traffic cards?,00156350271606100292286ed488ffbf,20,286
77,4611,Failed to add the door key function.,Number of keys and models that can be added,00154140377745116417286ed488ffbf,9,70
78,6180,How to Refund for Wuhan Tong,Refund the balance of the deleted transportation card in the Huawei Pay.,00154140377723915940286ed488ffbf,7,40
79,1031,"I have a bank card, I have a bus and subway charge, but I haven't been in one.","I didn't swipe my card, but I got a debit notice.",00155313876262718909286ed488ffbf,16,229
80,2315,When will the Beijing all-in-one card be upgraded to a Beijing-Tianjin-Hebei interconnection card?,Beijing municipal transportation all-in-one card upgraded to Beijing-Tianjin-Hebei interconnection card,00154520527510922275286ed488ffbf,19,169
81,731,The electronic certificate cannot be recognized when being added.,What Can I Do If the Cannot Be Identified or the Certificate Information Is Incorrect?,00156169168164001161286ed4895296,11,260
82,5901,Why does the interface always pop up?,The Huawei Pay card swiping page is automatically displayed.,00154140377723915950286ed488ffbf,10,49
83,7428,What are the requirements for enabling the eID service?,Method of Enabling the eID Service,00154140377719915879286ed488ffbf,10,7
84,3456,The Suning.com does not provide the Pay operation.,Huawei Pay is not displayed on the third-party app payment screen.,00154140377758816720286ed488ffbf,9,119
85,7066,Is the transportation card available in all places?,Which cities does the transportation card support?,00154140377723915914286ed488ffbf,13,20
86,2671,My Huawei ID is not mine. I want to apply for my Huawei ID. How can I use it?,What can I do if I can't log in with my Huawei ID?,00154140377804317316286ed488ffbf,28,158
87,3804,Unbind payment code (Alipay),Unbind payment code (Alipay),00154140377750316556286ed488ffbf,13,99
88,6508,Can I use Cloud Flash payment on my phone?,Does my phone or wearable device support bank cards (cloud flash payment) or transportation cards?,00154140377723915925286ed488ffbf,10,29
89,5457,Why can't I swipe my transportation card?,Failed to swipe the transportation card in the Huawei Pay when taking a subway or bus.,00154140377742916362286ed488ffbf,11,58
90,7631,It's not over. Anybody?,salutes,00148816742528531742005056a6636a,10,4
91,3351,Why does Dalian fail to pay off the subway?,How to Deal with the Failure of Using Bank Card to Swipe Bus and Subway,00154140377758816723286ed488ffbf,18,122
92,38,I don't want to use UnionPay's payment code.,Disable the Huawei Pay UnionPay payment code.,00156826266366003138286ed4895296,10,312
93,4038,Why can't I bind a bank card to my Huawei Enjoy 7S?,Failed to Add a Bank Card,00154140377750316549286ed488ffbf,13,93
94,378,Hello! Why can't I add a transportation card to my Huawei Pay?,What can I do if I cannot see the entrance for adding Huawei Pay traffic cards?,00156350271606100292286ed488ffbf,19,286
95,1143,What's the charge?,Unreasonable deduction from Huawei Pay,00155229823183456287286ed488dfeb,7,225
96,2988,Unbind Real Name,Method of Deregistering Real-Name Authentication (Non-Authentication) on Huawei Pay,00154140377758916755286ed488ffbf,4,152
97,4753,Why doesn't my phone have an access card?,Number of keys and models that can be added,00154140377745116417286ed488ffbf,9,70
98,3029,How to borrow money?,"Use the method of ""borrowing money""",00154140377758916750286ed488ffbf,6,148
99,7826,Is there a limit on the number of participation times?,Maximum number of times that a subscriber can enjoy the preference for top-up.,2.28050137178478E+17,8,319
100,3927,Failed to add the bank card for many times.,Failed to Add a Bank Card,00154140377750316549286ed488ffbf,13,93
101,1699,Maximum number of cards that can be added to Huawei Pay.,Models that support Huawei Pay bank cards and the number of supported cards,00154650689943909952286ed488d1a3,15,196
102,4908,There's no key in the Huawei Pay.,Number of keys and models that can be added,00154140377745116417286ed488ffbf,9,70
103,1149,Where's the money deducted from the Huawei Pay?,Unreasonable deduction from Huawei Pay,00155229823183456287286ed488dfeb,10,225
104,1165,The function of disabling automatic fee deduction in the Huawei Pay cannot be found.,How Do I Disable the Auto-Renew Service?,00155226951643056209286ed488dfeb,16,224
105,4852,Which plate is the door key in?,Number of keys and models that can be added,00154140377745116417286ed488ffbf,10,70
106,5467,Why can't I swipe the bus card bound to my phone?,Failed to swipe the transportation card in the Huawei Pay when taking a subway or bus.,00154140377742916362286ed488ffbf,13,58
107,5625,Can I move the card for the Yangcheng Pass?,Migrating Huawei Pay Transportation Cards,00154140377723915957286ed488ffbf,8,54
108,154,Can the original physical card still be used after suction?,Usage of the original physical card after the Huawei Pay transportation card is sucked,00156706570253606783286ed488d1a3,11,298
109,7062,Which cities does the transportation card support?,Which cities does the transportation card support?,00154140377723915914286ed488ffbf,9,20
110,3459,Is it because the Huawei P9 does not support the NFC function that I cannot select Huawei Pay as the payment method in NetEase Select?,Huawei Pay is not displayed on the third-party app payment screen.,00154140377758816720286ed488ffbf,41,119
111,2461,What if I forget my Huawei Pay payment password and security question?,Method of retrieving the payment password,00154201191187211121286ed4895296,21,163
112,4654,Why can't I find the key to my phone?,Number of keys and models that can be added,00154140377745116417286ed488ffbf,12,70
113,3449,The NetEase koala fails to pay for Huawei.,Huawei Pay is not displayed on the third-party app payment screen.,00154140377758816720286ed488ffbf,14,119
114,6495,How do I enable Cloud Flash Payment?,Does my phone or wearable device support bank cards (cloud flash payment) or transportation cards?,00154140377723915925286ed488ffbf,7,29
115,5127,Why can't I add an access card to my Honor View 10?,Solution to the Problem that the Card Does Not Respond When the Key Is Added,00154140377745116415286ed488ffbf,24,68
116,6840,How do I add a transportation card?,Add a transportation card to the Huawei Pay.,00154140377723915915286ed488ffbf,7,21
117,7215,Why can't I see the eid function in my wallet?,Why Cannot I See the eID Entry?,00154140377719915886286ed488ffbf,15,13
118,4960,Why can't I add a door key to the P9 or Nova 4?,Number of keys and models that can be added,00154140377745116417286ed488ffbf,22,70
119,4068,Why does Huawei Pay always fail to add ICBC bank cards?,Failed to Add a Bank Card,00154140377750316549286ed488ffbf,25,93
120,3793,Cancel Alipay Association,Unbind payment code (Alipay),00154140377750316556286ed488ffbf,7,99
121,1065,"Take the subway, 15 bucks.",Unreasonable deduction from Huawei Pay,00155229823183456287286ed488dfeb,6,225
122,6277,"The money in the bus card is not used up, can you refund when deleting the card?",Refund the balance of the deleted transportation card in the Huawei Pay.,00154140377723915940286ed488ffbf,21,40
123,1631,Yunqiao can only bind one person's bank card?,Models that support Huawei Pay bank cards and the number of supported cards,00154650689943909952286ed488d1a3,14,196
124,2476,Forgot Payment Password,Method of retrieving the payment password,00154201191187211121286ed4895296,6,163
125,6335,Why is 45 only 20?,Service Fees for Opening and Deleting Transportation Cards,00154140377723915932286ed488ffbf,10,34
126,3248,Can I swipe my mobile phone to take a bus or subway after I bind a bank card to my wallet?,Method of Using Bank Card to Swipe Bus and Metro,00154140377758816727286ed488ffbf,21,126
127,2036,Why can't I add a SIM card for Mate 8?,Models that support transportation cards and the number of supported cards,00154650615672609951286ed488d1a3,12,194
128,7370,Which models support the eID function?,Which models support the eID function?,00154140377719915880286ed488ffbf,11,8
129,3683,Can we change the security question?,Method of resetting the security question,00154140377750416558286ed488ffbf,8,101
130,3866,Can I clone bank cards together with my phone?,Can I clone a bank card to a wallet using Long Hua?,00154140377750316552286ed488ffbf,13,95
131,7339,"Eid ID card entered, Internet cafes can be used?",Which of the following scenarios can eID be used in?,00154140377719915881286ed488ffbf,16,9
132,190,How do I query the reserved number of a bus card?,Customer service hotline of each transportation card company,00156473176933000219286ed4895296,12,293
133,7844,Why is it still 50 bucks?,Problem Set for the Activity of Subtracting 10 from 50 After Recharge,2.28047706973575E+17,9,315
134,3174,How do I use Huawei Pay to pay for Taobao?,Using Huawei Pay Bank Cards for Online Payment,00154140377758916730286ed488ffbf,12,129
135,4406,What models of phones can be paid on WeChat with fingerprints?,What is the relationship between the screen unlock fingerprint and the quick payment fingerprint?,00154140377750316527286ed488ffbf,17,73
136,6171,How do I delete a bus card?,Refund the balance of the deleted transportation card in the Huawei Pay.,00154140377723915940286ed488ffbf,7,40
137,312,I didn't add a card.,What can I do if I cannot see the entrance for adding Huawei Pay traffic cards?,00156350271606100292286ed488ffbf,10,286
138,7627,Then why not?,salutes,00148816742528531742005056a6636a,7,4
139,1950,Which Huawei phones support bus cards?,Models that support transportation cards and the number of supported cards,00154650615672609951286ed488d1a3,11,194
140,1803,"Hello, I used to have a Tianjin all-in-one card in my wallet, but my phone was severely damaged and could not be powered on. Now, how do I delete the previous card in another Huawei wallet?","How do I delete my bank card, transportation card, eID, or door key if I have lost my phone or my phone is not repaired, sold, or replaced by a Huawei Customer Service Center?",00154650685798827303286ed4895296,73,195
141,4117,What should I do if a bank card is deducted by several cents?,What can I do if a bank card is deducted for a few cents?,00154140377750316546286ed488ffbf,18,90
142,1207,Canceling video renewal,How Do I Disable the Auto-Renew Service?,00155226951643056209286ed488dfeb,6,224
143,964,Upgrading (Migrating) Shanghai Public Transport Card,Upgrading (Migrating) Shanghai Public Transport Card,00155497434791401475286ed4895296,13,235
144,7854,I've got 50 bucks. Why don't you take 10 bucks off it?,Problem Set for the Activity of Subtracting 10 from 50 After Recharge,2.28047706973575E+17,15,315
145,112,Where can I view the default card?,Huawei Pay Default Card Setting,00156801428015408393286ed488d1a3,7,304
146,1824,Can I Unbind the Previous eID After Changing My Phone?,"How do I delete my bank card, transportation card, eID, or door key if I have lost my phone or my phone is not repaired, sold, or replaced by a Huawei Customer Service Center?",00154650685798827303286ed4895296,14,195
147,5508,Why can't I swipe my transportation card?,Failed to swipe the transportation card in the Huawei Pay when taking a subway or bus.,00154140377742916362286ed488ffbf,6,58
148,2522,What can I do if I forget my security question and payment password?,Method of retrieving the payment password,00154201191187211121286ed4895296,18,163
149,2449,I forgot my wallet. How do I get my password back?,Method of retrieving the payment password,00154201191187211121286ed4895296,12,163
150,4795,Why can't my Huawei Pay use the door key function?,Number of keys and models that can be added,00154140377745116417286ed488ffbf,20,70
151,2981,Deregistering Real-Name Authentication for Strangers,Method of Deregistering Real-Name Authentication (Non-Authentication) on Huawei Pay,00154140377758916755286ed488ffbf,12,152
152,2582,"I registered an account on Huawei Vmall several years ago, but I haven't logged in for several years. I even forgot my password. Can I still use this account?",Forgot your Huawei ID password,00154140377804317328286ed488ffbf,44,161
153,4485,How to Open a Door with a Key,Why can't I open the door if the key is added successfully?,00154140377745116419286ed488ffbf,10,72
154,1592,Why can't I identify the QR code for mobile payment?,Why can't I open the QR code of UnionPay after I clone my phone?,00154650808235827306286ed4895296,11,200
155,1844,Does my phone support bus cards?,Models that support transportation cards and the number of supported cards,00154650615672609951286ed488d1a3,13,194
156,7608,"Hello, are you there?",salutes,00148816742528531742005056a6636a,5,4
157,1878,Does my nova 2i support the transportation card function?,Models that support transportation cards and the number of supported cards,00154650615672609951286ed488d1a3,16,194
158,5842,Why do you keep recommending me to use Huawei Pay?,The Huawei Pay card swiping page is automatically displayed.,00154140377723915950286ed488ffbf,15,49
159,4379,How do I add a quick payment bank card?,Adding a Quick Payment Bank Card,00154140377750316531286ed488ffbf,12,76
160,3229,How to swipe a bank card to take a bus or subway?,Method of Using Bank Card to Swipe Bus and Metro,00154140377758816727286ed488ffbf,11,126
161,7001,All-in-one card of Tianjin Communications,Which cities does the transportation card support?,00154140377723915914286ed488ffbf,7,20
162,4340,How do I use H-coins?,What are H-coins and H-coins cards?,00154140377750316532286ed488ffbf,6,77
163,7510,Anybody?,salutes,00148816742528531742005056a6636a,3,4
164,7790,"I quit the payment during the event, but I participated in it again. Is there any discount?","After a subscriber binds a card for the first time, the subscriber participates in the mobile phone top-up activity. If the subscriber exits the order before the final payment is complete, can the subscriber still enjoy the preference when the subscriber participates in the activity again?",2.28052630406993E+17,27,326
165,5120,I can't copy my alien access card. My phone's not responding.,Solution to the Problem that the Card Does Not Respond When the Key Is Added,00154140377745116415286ed488ffbf,16,68
166,3817,Can payment codes be unbound in Huawei Pay?,Unbind payment code (Alipay),00154140377750316556286ed488ffbf,14,99
167,2605,How can I change the password of my mobile phone account?,Forgot your Huawei ID password,00154140377804317328286ed488ffbf,12,161
168,3979,Why does the Huawei P20 fail to bind a bank card?,Failed to Add a Bank Card,00154140377750316549286ed488ffbf,17,93
169,5890,Why does the Huawei Pay pop up?,The Huawei Pay card swiping page is automatically displayed.,00154140377723915950286ed488ffbf,13,49
170,4063,The bank card cannot be added to the huaweipay.,Failed to Add a Bank Card,00154140377750316549286ed488ffbf,16,93
171,5210,The entrance to the door key is not found on the home page.,Viewing/Deleting a Door Key,00154140377745116413286ed488ffbf,12,66
172,7039,No transport cards far,Which cities does the transportation card support?,00154140377723915914286ed488ffbf,7,20
173,4733,Why isn't there a key in the bag?,Number of keys and models that can be added,00154140377745116417286ed488ffbf,12,70
174,2503,How can I retrieve my payment password?,Method of retrieving the payment password,00154201191187211121286ed4895296,13,163
175,7358,Where can the eID function be used?,Which of the following scenarios can eID be used in?,00154140377719915881286ed488ffbf,17,9
176,7532,In the kitchen?,salutes,00148816742528531742005056a6636a,3,4
177,7748,Cancel Traffic,Can I cancel the activity of deducting traffic when my mobile phone account is used up?,2.28054523397052E+17,4,333
178,227,Card Surface Problem,FAQs About Personalized Traffic Cards,00156473022334800210286ed4895296,4,291
179,5194,How do you read my key messages?,Viewing/Deleting a Door Key,00154140377745116413286ed488ffbf,9,66
180,3480,The wallet is not displayed for third-party payment.,Huawei Pay is not displayed on the third-party app payment screen.,00154140377758816720286ed488ffbf,10,119
181,7,Ant borrowed it. Why didn't you find it?,"Huawei Pay, no ants.",00156871434614409812286ed488d1a3,9,314
182,1401,"Shanghai public transport card can not recharge today, how is it?",How to Handle the Failure to Recharge the Transportation Card,00154771598881823359286ed488ffbf,19,211
183,735,Why can't I get my electronic ID on my phone?,Added the requirements for the model and wallet version of the electronic certificate photo.,00156169164054901159286ed4895296,13,259
184,5739,Why is the balance on my bus card insufficient when I swipe it?,Beijing-Tianjin-Hebei Interconnection Card Swiping Preference and Balance Limit,00154140377723915954286ed488ffbf,17,51
185,7187,Can I keep the incentive money after the order is canceled?,How to handle the incentive after order cancellation or goods return?,00154140377721215902286ed488ffbf,13,16
186,2840,I've forgotten my password and my email. How can I log in to my account?,How can I submit a self-service complaint using my Huawei ID?,00154140377804217290286ed488ffbf,24,153
187,7199,How to get the incentive?,How to get an incentive payment after participating in an incentive activity,00154140377721215900286ed488ffbf,7,14
188,4707,Why can't I find the key in my wallet?,Number of keys and models that can be added,00154140377745116417286ed488ffbf,15,70
189,3460,May I ask why it's not shown on the cluster?,Huawei Pay is not displayed on the third-party app payment screen.,00154140377758816720286ed488ffbf,16,119
190,3725,How do I cancel quick payment?,Method of Removing Bank Card from Online Payment,00154140377750316557286ed488ffbf,7,100
191,3036,How do I use the invoice function?,Method of Using the Invoice Function,00154140377758916749286ed488ffbf,8,147
192,3564,Relationship Between Huawei ID and Vmall Real-Name Authentication,Relationship Between Huawei ID and Vmall Real-Name Authentication,00154140377750416566286ed488ffbf,19,109
193,7833,How to participate in the event,How to Participate in the Mobile Phone Recharge Balance Deduction Campaign,2.28049370115774E+17,8,317
194,7100,When will the all-in-one card of Hefei Transportation be launched?,Which cities does the transportation card support?,00154140377723915914286ed488ffbf,14,20
195,7051,Which of the following cities are supported by the Beijing-Tianjin-Wingyi interconnection card?,Which cities does the transportation card support?,00154140377723915914286ed488ffbf,14,20
196,6552,Can I add a bus card to my phone?,Does my phone or wearable device support bank cards (cloud flash payment) or transportation cards?,00154140377723915925286ed488ffbf,9,29
197,7398,I want to create an eID.,Method of Enabling the eID Service,00154140377719915879286ed488ffbf,8,7
198,2130,Can I make a payment when the screen is locked?,How to use Huawei Pay bank card to make payment on POS machine,00154642163665527233286ed4895296,9,184
199,6695,Incomplete traffic card consumption records and fee deduction without authorization,Repeated Fee Deduction for Huawei Pay Traffic Card Swiping,00154140377723915917286ed488ffbf,14,23
200,5899,Why does the screen display Huawei Pay when I open it? I don't want to use it. I didn't see it popping up in the last few days.,The Huawei Pay card swiping page is automatically displayed.,00154140377723915950286ed488ffbf,36,49
201,6761,How to Issue an Invoice for a Transportation Card,Obtain the top-up invoice of the Huawei Pay transportation card.,00154140377723915916286ed488ffbf,8,22
202,4810,There's no key option in the wallet.,Number of keys and models that can be added,00154140377745116417286ed488ffbf,10,70
203,7047,Can I add a Shanghai bus card?,Which cities does the transportation card support?,00154140377723915914286ed488ffbf,11,20
204,4142,The security password cannot be set.,Changing the Payment Password,00154140377750316545286ed488ffbf,8,89
205,281,Shanghai Public Transport Card Does Not Display Previous Transaction Records,"What Can I Do If Transaction Records of Shanghai Public Transport Cards (Shanghai Sales Cards) Subscribed Before March 1, 2019 Are Not Displayed?",00156350765245500294286ed488ffbf,17,288
206,2026,Does the Nova 5i support public transportation payment?,Models that support transportation cards and the number of supported cards,00154650615672609951286ed488d1a3,13,194
207,6073,Submitting Logs,Submitting Huawei Pay Logs,00154140377723915943286ed488ffbf,4,43
208,7404,Can minor open electronic identity card?,Method of Enabling the eID Service,00154140377719915879286ed488ffbf,14,7
209,3299,Where can I use a bank card to take a bus or subway?,Where can I use a bank card to take a bus or subway?,00154140377758816725286ed488ffbf,16,124
210,6613,"I'll unlock the door, swipe the machine, and I'll lose my key card.",The card/bank card in your wallet has disappeared,00154140377723915922286ed488ffbf,13,27
211,4745,How many access cards can be added?,Number of keys and models that can be added,00154140377745116417286ed488ffbf,11,70
212,3426,Failed to swipe the SPD Bank credit card.,What can I do if my phone does not respond when I swipe a bank card?,00154140377758816721286ed488ffbf,9,120
213,1500,Alipay payment code,How do I enable Alipay payment code?,00154760480152610141286ed488d1a3,6,208
214,6298,How to Add a Harbin Physical Card to the Huawei Pay,Can I add a physical transportation card to the Huawei Pay?,00154140377723915938286ed488ffbf,15,39
215,3968,Why do I fail to add a bank card?,Failed to Add a Bank Card,00154140377750316549286ed488ffbf,12,93
216,7787,"Uncompleted orders, re-participation, and discounts are not available.","After a subscriber binds a card for the first time, the subscriber participates in the mobile phone top-up activity. If the subscriber exits the order before the final payment is complete, can the subscriber still enjoy the preference when the subscriber participates in the activity again?",2.28052630406993E+17,16,326
217,5230,How do I delete a door card?,Viewing/Deleting a Door Key,00154140377745116413286ed488ffbf,6,66
218,7483,What is the full name of eID?,What Is eID?,00154140377719915878286ed488ffbf,9,6
219,392,There's no traffic card in the bag.,What can I do if I cannot see the entrance for adding Huawei Pay traffic cards?,00156350271606100292286ed488ffbf,7,286
